epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,313.375,2.67413,1.91834,1.15352,0.56869,0.52292,0.45959,0.09463,3.09334,1.36226,0.97214,0.000663194,0.000663194,0.000663194
2,505.149,2.00764,1.04246,0.91449,0.85706,0.79383,0.82212,0.33708,2.06689,1.0583,0.88696,0.0011982,0.0011982,0.0011982
